index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
158,"['感慨', '/zh/entry?entryID=c_39f5b7e6a570', '[gǎnkǎi]', '감격하다. 감개무량하다.', '6급']","['感染', '/zh/entry?entryID=c_39f5b7e4af78', '[gǎnrǎn]', '감염되다. 전염되다.', '6급']","['干扰', '/zh/entry?entryID=c_39f5b8e1a56c', '[gānrǎo]', '(남의 일을) 방해하다. (남의 일에) 지장을 주다. 교란시키다.', '6급']","['干涉', '/zh/entry?entryID=c_39f5b8e0af75', '[gānshè]', '간섭하다.', '6급']","['干预', '/zh/entry?entryID=c_39f5b8eea97d', '[gānyù]', '관여〔간여〕하다. 간섭하다. 방해하다. 개입하다. 참견하다.', '6급']","['高超', '/zh/entry?entryID=c_39f2bce5ab77', '[gāochāo]', '출중하다. 특출나다. 뛰어나다.', '6급']","['高潮', '/zh/entry?entryID=c_39f2bce5aa76', '[gāocháo]', '만조.', '6급']","['告辞', '/zh/entry?entryID=c_39f2bbe4a46e', '[gàocí]', '이별을 고하다. 하직하다. 하직을 고하다. 작별을 고하다. 작별 인사를 하다.', '6급']","['高峰', '/zh/entry?entryID=c_39f2bce2a871', '[gāofēng]', '고봉. 최고위층', '6급']","['稿件', '/zh/entry?entryID=c_39f2bbe5ae79', '[gǎojiàn]', '원고. 작품.', '6급']","['告诫', '/zh/entry?entryID=c_39f2bbe2ae76', '[gàojiè]', '훈계하다. 타이르다. [주로 상급자〔연장자〕가 하급자〔연하자〕에게 사용함]', '6급']","['高明', '/zh/entry?entryID=c_39f2bde4ab77', '[gāomíng]', '(견해·기예 등이) 고명하다. 빼어나다. 출중하다. 특출나다. 뛰어나다. 굉...', '6급']","['高尚', '/zh/entry?entryID=c_39f2bde0ad75', '[gāoshàng]', '도덕적으로 고결하다〔고매하다〕.', '6급']","['高涨', '/zh/entry?entryID=c_39f2bae3a870', '[gāozhǎng]', '(정서·물가 등이) 급증하다. 급상승하다. 뛰어오르다. 고조하다. 등귀하다.', '6급']","['搁', '/zh/entry?entryID=c_39f2b8e3a46a', '[gē]', '놓다. 두다.', '6급']","['割', '/zh/entry?entryID=c_39f2b8e1a96d', '[gē]', '(칼로) 절단하다. 자르다. 절개하다. 끊다. 베다. 절개하다.', '6급']","['疙瘩', '/zh/entry?entryID=c_32febfeea481', '[gēda]', '종기. 뾰두라지. 구진(丘疹). 부스럼.', '6급']","['隔阂', '/zh/entry?entryID=c_39f2b6e6af76', '[géhé]', '(생각·감정의) 틈. 간격. 거리. 소원(疏遠). 장벽. 엇갈림.', '6급']","['格局', '/zh/entry?entryID=c_39f2b9e1ad72', '[géjú]', '짜임새. 구조. 구성. 골격. 패턴(pattern). 양식. 배치.', '6급']","['隔离', '/zh/entry?entryID=c_39f2b6e6ab72', '[gélí]', '분리시키다. 떼어놓다. 차단하다. 단절시키다. 격리시키다. 갈라놓다. 나누다.', '6급']"
159,"['革命', '/zh/entry?entryID=c_39f2b9e3ac73', '[gémìng]', '혁명. 대변혁.', '6급']","['耕地', '/zh/entry?entryID=c_39f3beefab84', '[gēngdì]', '논밭을 갈다.', '6급']","['更新', '/zh/entry?entryID=c_39f3bee0ad77', '[gēngxīn]', '경신〔갱신〕하다. 새롭게 바뀌다. 혁신하다.', '6급']","['更正', '/zh/entry?entryID=c_39f3bee0a56f', '[gēngzhèng]', '(이미 발표한 담화나 문장 중의 착오를) 정정하다. 잘못을 고치다. 개정(改...', '6급']","['跟前', '/zh/entry?entryID=c_39f3bee5ab7a', '[gēnqián]', '(～儿) 곁. 신변. 옆. 부근. 근처.', '6급']","['根深蒂固', '/zh/entry?entryID=c_39f3bee7ad7e', '[gēnshēndìgù]', '기초가 튼튼하여 쉽게 흔들리지 않다.', '6급']","['跟随', '/zh/entry?entryID=c_39f3bee4ac7a', '[gēnsuí]', '(뒤)따르다. 동행하다. 따라가다.', '6급']","['根源', '/zh/entry?entryID=c_39f3bee7a576', '[gēnyuán]', '근원. 근본 원인.', '6급']","['跟踪', '/zh/entry?entryID=c_39f3bee4aa78', '[gēnzōng]', '바짝 뒤를 따르다. 미행하다. 추적하다.', '6급']","['格式', '/zh/entry?entryID=c_39f2b9e1a469', '[géshi]', '격식. 양식. 규칙. 서식.', '6급']","['各抒己见', '/zh/entry?entryID=c_39f2b7e4a96f', '[gèshūjǐjiàn]', '각자 자기의 의견을 발표하다.', '6급']","['歌颂', '/zh/entry?entryID=c_39f2b9e6a872', '[gēsòng]', '(시로) 찬양하다. 찬미하다. 칭송하다.', '6급']","['个体', '/zh/entry?entryID=c_39f2b6efa878', '[gètǐ]', '개체. 개물(個物). 개인. 인간.', '6급']","['鸽子', '/zh/entry?entryID=c_39f2b8e3ab71', '[gēzi]', '비둘기.', '6급']","['公安局', '/zh/entry?entryID=c_39f3bde7ad7d', ""[gōng'ānjú]"", '공안국. 경찰국.', '6급']","['供不应求', '/zh/entry?entryID=c_39f3bbe0ad74', '[gōngbùyìngqiú]', '공급이 수요를 따르지 못하다. 공급이 딸리다.', '6급']","['公道', '/zh/entry?entryID=c_39f3bde5ac7a', '[gōngdao]', '공평하다. 공정하다. 정의롭다. 합리적이다.', '6급']","['宫殿', '/zh/entry?entryID=c_39f3bbeea87d', '[gōngdiàn]', '궁전.', '6급']","['公告', '/zh/entry?entryID=c_39f3bde3ad79', '[gōnggào]', '공고. 공포. 알림. 공시. 선언.', '6급']","['巩固', '/zh/entry?entryID=c_39f3b8e3ae75', '[gǒnggù]', '견고하다. 공고하다. 튼튼하다. [주로 추상적인 사물에 쓰임]', '6급']"
160,"['公关', '/zh/entry?entryID=c_39f3bde2af7a', '[gōngguān]', '섭외. 홍보. 공보. 피아르(PR).', '6급']","['共和国', '/zh/entry?entryID=c_39f3b8efae81', '[gònghéguó]', '공화국.', '6급']","['供给', '/zh/entry?entryID=c_39f3bbe0ab72', '[gōngjǐ]', '공급하다. 대다. 대어 주다. 제공하다. 급여하다.', '6급']","['攻击', '/zh/entry?entryID=c_39f3bbe3a973', '[gōngjī]', '공격하다. 진공하다.', '6급']","['共计', '/zh/entry?entryID=c_39f3b8efa578', '[gòngjì]', '합계하다. 합하여 계산하다.', '6급']","['恭敬', '/zh/entry?entryID=c_39f3b8e6a46e', '[gōngjìng]', '공손하다. 정중하다. 예의가 바르다.', '6급']","['攻克', '/zh/entry?entryID=c_39f3bbe3a46e', '[gōngkè]', '(적의 거점 등을) 점령하다. 함락시키다. 정복하다.', '6급']","['功劳', '/zh/entry?entryID=c_39f3bbe6a471', '[gōngláo]', '공로.', '6급']","['公民', '/zh/entry?entryID=c_39f3bdeea87f', '[gōngmín]', '국민. 공민.', '6급']","['共鸣', '/zh/entry?entryID=c_39f3b8eea97b', '[gòngmíng]', '공명.', '6급']","['公然', '/zh/entry?entryID=c_39f3bae6af7b', '[gōngrán]', '공개적으로. 거리낌없이. 공공연히.', '6급']","['公认', '/zh/entry?entryID=c_39f3bae6a975', '[gōngrèn]', '공인하다. 모두가 인정하다.', '6급']","['公式', '/zh/entry?entryID=c_39f3bae5ae79', '[gōngshì]', '공식.', '6급']","['公务', '/zh/entry?entryID=c_39f3bae3a871', '[gōngwù]', '공무.', '6급']","['功效', '/zh/entry?entryID=c_39f3bbe5a470', '[gōngxiào]', '효능. 효과.', '6급']","['工艺品', '/zh/entry?entryID=c_39f3bce2a973', '[gōngyìpǐn]', '(수)공예품.', '6급']","['公正', '/zh/entry?entryID=c_39f3bae0a46a', '[gōngzhèng]', '공정〔공평〕하다. 공명정대하다.', '6급']","['公证', '/zh/entry?entryID=c_39f3baefad82', '[gōngzhèng]', '공증하다.', '6급']","['勾结', '/zh/entry?entryID=c_39f3b9e1a86e', '[gōujié]', '결탁하다. 내통하다. 짜다. 공모하다.', '6급']","['构思', '/zh/entry?entryID=c_39f3b7e6a972', '[gòusī]', '구상하다.', '6급']"
161,"['钩子', '/zh/entry?entryID=c_39f3b6e5ab72', '[gōuzi]', '갈고리.', '6급']","['拐杖', '/zh/entry?entryID=c_39f0b9e1ae71', '[guǎizhàng]', '지팡이. 단장(短杖).', '6급']","['罐', '/zh/entry?entryID=c_39f1bfe4a471', '[guàn]', '(～儿) 단지. 항아리.', '6급']","['贯彻', '/zh/entry?entryID=c_39f1bee0ac74', '[guànchè]', '(방침·정책·정신·방법 등을) 관철시키다. 철저하게 실현하다.', '6급']","['官方', '/zh/entry?entryID=c_39f0b7e5aa6f', '[guānfāng]', '정부 당국. 정부측.', '6급']","['灌溉', '/zh/entry?entryID=c_39f1bfe5af7d', '[guàngài]', '논밭에 물을 대다. 관개하다.', '6급']","['光彩', '/zh/entry?entryID=c_39f1bfe2ae79', '[guāngcǎi]', '빛. 광채. 빛깔.', '6급']","['光辉', '/zh/entry?entryID=c_39f1bfeeae85', '[guānghuī]', '찬란한 빛. 눈부신 빛.', '6급']","['广阔', '/zh/entry?entryID=c_39f1bde5ab77', '[guǎngkuò]', '넓다. 광활하다.', '6급']","['光芒', '/zh/entry?entryID=c_39f1bce6a874', '[guāngmáng]', '광망(光芒). 빛살. 빛.', '6급']","['光荣', '/zh/entry?entryID=c_39f1bce4ae78', '[guāngróng]', '영광스럽다. 영예롭다.', '6급']","['观光', '/zh/entry?entryID=c_39f0b6efac7a', '[guānguāng]', '관광하다. 참관하다. 견학하다.', '6급']","['关怀', '/zh/entry?entryID=c_39f0b6e6a96e', '[guānhuái]', '(주로 윗사람이 아랫사람에게) 관심을 가지고 보살피다. 배려하다.', '6급']","['惯例', '/zh/entry?entryID=c_39f1beeea57b', '[guànlì]', '관례. 관행. 상규.', '6급']","['管辖', '/zh/entry?entryID=c_39f1bee3a46f', '[guǎnxiá]', '관할하다.', '6급']","['关照', '/zh/entry?entryID=c_39f0b6e1ac6c', '[guānzhào]', '돌보다. 보살피다. 배려하다.', '6급']","['古董', '/zh/entry?entryID=c_39f0bfe1a871', '[gǔdǒng]', '골동품.', '6급']","['股东', '/zh/entry?entryID=c_39f0bce2ac73', '[gǔdōng]', '주주.', '6급']","['鼓动', '/zh/entry?entryID=c_39f0bde1ab72', '[gǔdòng]', '선동하다. 부추기다. 꼬드기다. 충동질하다.', '6급']","['孤独', '/zh/entry?entryID=c_39f0bee3ae78', '[gūdú]', '고독하다. 외롭다. 쓸쓸하다. 적적하다.', '6급']"
162,"['股份', '/zh/entry?entryID=c_39f0bce2ae75', '[gǔfèn]', '주(株). 주권. 주식.', '6급']","['辜负', '/zh/entry?entryID=c_39f0bfe3ac77', '[gūfù]', '(호의·기대·도움 등을) 헛되게 하다. 저버리다. 어기다.', '6급']","['骨干', '/zh/entry?entryID=c_39f0bcefaf83', '[gǔgàn]', '골간.', '6급']","['古怪', '/zh/entry?entryID=c_39f0bfe0ac74', '[gǔguài]', '괴상하다. 괴이하다. 기괴하다. 기이하다. 괴팍하다.', '6급']","['跪', '/zh/entry?entryID=c_39f1b8e3aa6f', '[guì]', '무릎을 꿇다. 꿇어앉다.', '6급']","['轨道', '/zh/entry?entryID=c_39f1bbe6a570', '[guǐdào]', '궤도. 궤적. [천체가 우주에서 운행하는 궤도]', '6급']","['规范', '/zh/entry?entryID=c_39f1bae3a46b', '[guīfàn]', '규범. 표준. 준칙. 본보기. 모범.', '6급']","['规格', '/zh/entry?entryID=c_39f1bae2af75', '[guīgé]', '표준. 규격.', '6급']","['归根到底', '/zh/entry?entryID=c_39f1bde1a971', '[guīgēndàodǐ]', '근본으로 돌아가다. 결국. 끝내.', '6급']","['规划', '/zh/entry?entryID=c_39f1bae2a96f', '[guīhuà]', '기획하다. 계획하다. 꾀하다.', '6급']","['归还', '/zh/entry?entryID=c_39f1bde0af76', '[guīhuán]', '돌려주다. 반환하다.', '6급']","['规章', '/zh/entry?entryID=c_39f1bae0ac70', '[guīzhāng]', '규칙. 규정. 장정(章程).', '6급']","['贵族', '/zh/entry?entryID=c_39f1b8e5ab72', '[guìzú]', '귀족.', '6급']","['孤立', '/zh/entry?entryID=c_39f0bee1a46c', '[gūlì]', '고립하다. 고립시키다.', '6급']","['顾虑', '/zh/entry?entryID=c_39f0bbe6ae78', '[gùlǜ]', '고려하다. 걱정하다. 근심하다. 염려하다. 고민하다. 우려하다. 주저하다.', '6급']","['棍棒', '/zh/entry?entryID=c_39f1b9e7a46e', '[gùnbàng]', '막대기. 방망이. 몽둥이.', '6급']","['过度', '/zh/entry?entryID=c_39f1b7eea473', '[guòdù]', '과도하다. 지나치다.', '6급']","['过渡', '/zh/entry?entryID=c_39febee7ad89', '[guòdù]', '(사물이) 한 단계에서 점점 발전하여 다음 단계로 바뀌어 가다. 과도하다. ...', '6급']","['果断', '/zh/entry?entryID=c_39f1b7e5ae74', '[guǒduàn]', '과단성〔결단력〕이 있다.', '6급']","['国防', '/zh/entry?entryID=c_39f1b9e1ae72', '[guófáng]', '국방.', '6급']"
163,"['过奖', '/zh/entry?entryID=c_39febee5ae88', '[guòjiǎng]', '지나치게 칭찬하십니다. 과찬이십니다. 과분한 칭찬입니다.', '6급']","['过滤', '/zh/entry?entryID=c_39febee2ad84', '[guòlǜ]', '거르다. 여과하다. 받다.', '6급']","['过失', '/zh/entry?entryID=c_39febeefac90', '[guòshī]', '잘못. 실수. 과오. 과실.', '6급']","['过问', '/zh/entry?entryID=c_39febeeeaa8d', '[guòwèn]', '참견하다. 따져 묻다. 관여하다. 물어 보다.', '6급']","['国务院', '/zh/entry?entryID=c_39f1b6efa877', '[guówùyuàn]', '국무원. [중화 인민 공화국의 최고 행정 기관]', '6급']","['过瘾', '/zh/entry?entryID=c_39febfe6ac88', '[guòyǐn]', '(특별한 기호를 만족시켜) 짜릿하다. 끝내주다. 죽여주다. 굉장하다.', '6급']","['过于', '/zh/entry?entryID=c_39febfe6a884', '[guòyú]', '지나치게. 너무. 과도하게. 몹시.', '6급']","['姑且', '/zh/entry?entryID=c_39f0bfe6af7d', '[gūqiě]', '잠시. 잠깐. 우선.', '6급']","['固然', '/zh/entry?entryID=c_39f0bae4ac73', '[gùrán]', '물론 …하〔이〕지만.', '6급']","['固体', '/zh/entry?entryID=c_39f0bae4a56c', '[gùtǐ]', '고체.', '6급']","['顾问', '/zh/entry?entryID=c_39f0bbe5a871', '[gùwèn]', '고문.', '6급']","['故乡', '/zh/entry?entryID=c_39f0baefa87a', '[gùxiāng]', '고향.', '6급']","['雇佣', '/zh/entry?entryID=c_39f0bbe3a970', '[gùyōng]', '고용하다.', '6급']","['固有', '/zh/entry?entryID=c_39f0bae3ae74', '[gùyǒu]', '고유의.', '6급']","['故障', '/zh/entry?entryID=c_39f0baeead7e', '[gùzhàng]', '(기계 따위의) 고장.', '6급']","['固执', '/zh/entry?entryID=c_39f0bae3a96f', '[gùzhí]', '완고하다. 고집스럽다. 집요하다.', '6급']","['嗨', '/zh/entry?entryID=c_39febfe1ad84', '[hāi]', '(남을 부르거나 주의를 환기시킴을 나타내어) 어! 어이! 자! 이봐! [‘咳...', '6급']","['海拔', '/zh/entry?entryID=c_39febfefae93', '[hǎibá]', '해발.', '6급']","['海滨', '/zh/entry?entryID=c_39febfefa489', '[hǎibīn]', '해변. 바닷가. 해안.', '6급']","['航空', '/zh/entry?entryID=c_39feb9e1a879', '[hángkōng]', '항공과 관련 있는. 항공의.', '6급']"
164,"['行列', '/zh/entry?entryID=c_39feb9e4a87c', '[hángliè]', '행렬. 행과 열.', '6급']","['航天', '/zh/entry?entryID=c_39feb9e0a575', '[hángtiān]', '우주 비행과 관련 있는. 우주 비행의.', '6급']","['航行', '/zh/entry?entryID=c_39feb9efaa89', '[hángxíng]', '(배나 잠수함 따위가 수상 또는 물 밑에서) 항행하다. 항해하다. 운항하다.', '6급']","['含糊', '/zh/entry?entryID=c_39febae4ae83', '[hánhu]', '(태도나 말 따위가) 모호하다. 애매하다. 명확〔분명〕하지 않다.', '6급']","['罕见', '/zh/entry?entryID=c_39febbe2a87c', '[hǎnjiàn]', '보기 드물다. 희한하다.', '6급']","['捍卫', '/zh/entry?entryID=c_39feb8e2a475', '[hànwèi]', '지키다. 수호하다. 방위하다. 보위하다.', '6급']","['寒暄', '/zh/entry?entryID=c_39febbe3a87d', '[hánxuān]', '(상투적인) 인사말을 나누다.', '6급']","['含义', '/zh/entry?entryID=c_39febae2a97c', '[hányì]', '(글자·단어·말 등의) 함의. 내포된 뜻. 담겨진 의미.', '6급']","['耗费', '/zh/entry?entryID=c_39ffbee2ae86', '[hàofèi]', '들이다. 낭비하다. 소비〔소모〕하다. 써 버리다.', '6급']","['豪迈', '/zh/entry?entryID=c_39feb6e1ae7c', '[háomài]', '호매하다. 용감하고 아량이 있다. 성격이 호탕하고 인품이 뛰어나다. 용맹스럽...', '6급']","['毫米', '/zh/entry?entryID=c_39feb6e4ae7f', '[háomǐ]', '밀리미터(mm). [1미터의 1,000분의 1]', '6급']","['毫无', '/zh/entry?entryID=c_39feb6e4a576', '[háowú]', '조금도〔전혀〕 …이 없다.', '6급']","['号召', '/zh/entry?entryID=c_39ffbee6a480', '[hàozhào]', '(정부·정당·단체가 국민에게) 호소하다.', '6급']","['呵', '/zh/entry?entryID=c_39ffbfe7a987', '[hē]', '입김을 불다.', '6급']","['和蔼', '/zh/entry?entryID=c_39ffbcefaa8d', ""[hé'ǎi]"", '상냥하다. 부드럽다. 사근사근하다.', '6급']","['合并', '/zh/entry?entryID=c_39ffbfe4af8a', '[hébìng]', '합병하다. 합치다.', '6급']","['合成', '/zh/entry?entryID=c_39ffbfe4a47f', '[héchéng]', '합성하다. 합쳐 …이 되다. 합쳐 이루어지다.', '6급']","['合伙', '/zh/entry?entryID=c_39ffbfe1a981', '[héhuǒ]', '한패가 되다. 동료가 되다. 동업하다.', '6급']","['嘿', '/zh/entry?entryID=c_39ffb9e3ac80', '[hēi]', '(득의함이나 찬탄을 나타내어) 야. 이봐.', '6급']","['和解', '/zh/entry?entryID=c_39ffbde7af8b', '[héjiě]', '화해하다. 화의하다. [재판에 의하지 않고 분쟁 당사자가 서로 양보하여 분쟁...', '6급']"
165,"['和睦', '/zh/entry?entryID=c_39ffbde7ab87', '[hémù]', '화목하다. 사이가 좋다.', '6급']","['恨不得', '/zh/entry?entryID=c_39ffb9e2aa7d', '[hènbude]', '…하지 못해 한스럽다〔안타깝다〕. 간절히 …하고 싶다.', '6급']","['哼', '/zh/entry?entryID=c_39ffb9e0ac7d', '[hēng]', '신음하다. 끙끙거리다.', '6급']","['横', '/zh/entry?entryID=c_39ffb6e6af83', '[héng]', '가로의. 횡의. [지면과의 평행을 가리킴]', '6급']","['痕迹', '/zh/entry?entryID=c_39ffb9e3a97d', '[hénjì]', '흔적. 자취. 자국.', '6급']","['狠心', '/zh/entry?entryID=c_39ffb9e2ae81', '[hěnxīn]', '모질게 마음먹다.', '6급']","['和气', '/zh/entry?entryID=c_39ffbde6a883', '[héqi]', '(태도가) 온화하다. 부드럽다. 상냥하다.', '6급']","['合算', '/zh/entry?entryID=c_39ffbce7a984', '[hésuàn]', '수지가〔채산이〕 맞다.', '6급']","['和谐', '/zh/entry?entryID=c_39ffbde4ae87', '[héxié]', '잘 어울리다. 조화롭다. 잘 맞다.', '6급']","['哄', '/zh/entry?entryID=c_39ffb7e5ac80', '[hōng]', '와. 왁자지껄. 와글와글. 왁자그르르. [여럿이 한데 모여 동시에 크게 웃거...', '6급']","['烘', '/zh/entry?entryID=c_39ffb7e4af82', '[hōng]', '(불에) 말리다. 쪼이다. 쬐다. 데우다. 덥히다. 굽다.', '6급']","['轰动', '/zh/entry?entryID=c_39ffb7e7a47a', '[hōngdòng]', '뒤흔들다. 들끓게 하다. 떠들썩하게 하다. 파문을 일으키다. 센세이션(sen...', '6급']","['宏观', '/zh/entry?entryID=c_38f6bfe6ab7e', '[hóngguān]', '(자연 과학에서) 거시적. 매크로(macro).', '6급']","['洪水', '/zh/entry?entryID=c_38f6bfe2a574', '[hóngshuǐ]', '큰물. 홍수. 물사태. 시위. 창수(漲水).', '6급']","['宏伟', '/zh/entry?entryID=c_38f6bfe5aa7c', '[hóngwěi]', '(규모·기세 따위가) 웅장하다. 웅대하다. 장대하다. 장엄하다. 굉장하다. ...', '6급']","['吼', '/zh/entry?entryID=c_38f6bce4a977', '[hǒu]', '(사람이 화나거나 흥분하여) 고함치다. 소리지르다. 큰 소리로 외치다.', '6급']","['后代', '/zh/entry?entryID=c_38f6bce1af7a', '[hòudài]', '후대. 후세.', '6급']","['后顾之忧', '/zh/entry?entryID=c_38f6bce0a46e', '[hòugùzhīyōu]', '뒷걱정. 뒷근심.', '6급']","['喉咙', '/zh/entry?entryID=c_38f6bce7a475', '[hóulóng]', '목구멍. 인후.', '6급']","['后勤', '/zh/entry?entryID=c_38f6bde5a474', '[hòuqín]', '후방 근무. 병참 보급 업무.', '6급']"
166,"['候选', '/zh/entry?entryID=c_38f6bae4ac78', '[hòuxuǎn]', '(조정의) 임용〔선발〕을 기다리다.', '6급']","['花瓣', '/zh/entry?entryID=c_38f6b6e0a96d', '[huābàn]', '꽃잎. 화판(花瓣).', '6급']","['化肥', '/zh/entry?entryID=c_38f7bfeeae8a', '[huàféi]', '화학비료', '6급']","['划分', '/zh/entry?entryID=c_38f7bce1ad79', '[huàfēn]', '(전체를 여러 부분으로) 나누다. 구획하다.', '6급']","['花蕾', '/zh/entry?entryID=c_38f6b7e3ab73', '[huālěi]', '꽃봉오리. 꽃망울.', '6급']","['华丽', '/zh/entry?entryID=c_38f7bfe7a57a', '[huálì]', '화려하다. 아름답다.', '6급']","['晃', '/zh/entry?entryID=c_38f4bee6ab7b', '[huǎng]', '번개같이 스쳐 지나가다. 번쩍 하고 지나가다.', '6급']","['皇帝', '/zh/entry?entryID=c_38f7b6e7ac78', '[huángdì]', '황제. [최고 통치자의 칭호]', '6급']","['皇后', '/zh/entry?entryID=c_38f7b6e7a874', '[huánghòu]', '황후.', '6급']","['黄昏', '/zh/entry?entryID=c_38f7b6e1ab71', '[huánghūn]', '황혼. 해질 무렵.', '6급']","['荒凉', '/zh/entry?entryID=c_38f7b9e2af79', '[huāngliáng]', '황량하다. 쓸쓸하다.', '6급']","['荒谬', '/zh/entry?entryID=c_38f7b9e2a973', '[huāngmiù]', '엉터리이다. 터무니없다. 황당무계하다.', '6급']","['恍然大悟', '/zh/entry?entryID=c_38f4bee6ac7c', '[huǎngrándàwù]', '문득 모든 것을 깨치다. 갑자기 모두 알게 되다. 마음이 탁 트이다.', '6급']","['荒唐', '/zh/entry?entryID=c_38f7b9e0ac74', '[huāngtáng]', '황당하다. 터무니없다.', '6급']","['缓和', '/zh/entry?entryID=c_38f7b8e7aa78', '[huǎnhé]', '(상황·분위기 등이) 완화하다. 느슨해지다.', '6급']","['环节', '/zh/entry?entryID=c_38f7bbe5a473', '[huánjié]', '환절. 고리마디. [환형동물이나 절지동물 몸의 마디]', '6급']","['欢乐', '/zh/entry?entryID=c_38f7bae2a974', '[huānlè]', '즐겁다. 유쾌하다.', '6급']","['还原', '/zh/entry?entryID=c_38f7bbe7a879', '[huányuán]', '원상 회복하다. 환원하다. 복원하다.', '6급']","['患者', '/zh/entry?entryID=c_38f7b9e6a573', '[huànzhě]', '환자. 병자.', '6급']","['华侨', '/zh/entry?entryID=c_38f7bfe6af83', '[huáqiáo]', '화교. [외국에 거주하는 중국인]', '6급']"
167,"['画蛇添足', '/zh/entry?entryID=c_38f7bde5ae7f', '[huàshétiānzú]', '뱀을 그리는 데 다리를 그려 넣다.', '6급']","['化石', '/zh/entry?entryID=c_38f7bce6af80', '[huàshí]', '화석.', '6급']","['话筒', '/zh/entry?entryID=c_38f7bde0af7b', '[huàtǒng]', '전화기의 송수화기.', '6급']","['化验', '/zh/entry?entryID=c_38f7bce3ac7a', '[huàyàn]', '화학 실험을〔분석을·검사를〕 하다.', '6급']","['化妆', '/zh/entry?entryID=c_38f7bce2ae7b', '[huàzhuāng]', '화장하다.', '6급']","['呼唤', '/zh/entry?entryID=c_38f6bae2a973', '[hūhuàn]', '외치다. 소리치다. 부르짖다. 고함치다. 큰 소리로 부르다.', '6급']","['汇报', '/zh/entry?entryID=c_38f4bde2ad78', '[huìbào]', '(상황이나 관련 자료를) 종합하여 (상급자나 대중에게) 보고하다.', '6급']","['回报', '/zh/entry?entryID=c_38f4bfe3ab79', '[huíbào]', '(임무나 사명 완수·진행 상황을) 보고하다.', '6급']","['回避', '/zh/entry?entryID=c_38f4bfe3aa78', '[huíbì]', '회피하다. 피하다. 비켜가다.', '6급']","['回顾', '/zh/entry?entryID=c_38f4bfe0a873', '[huígù]', '회고하다. 회상하다. 돌이켜보다. 되돌아보다.', '6급']","['悔恨', '/zh/entry?entryID=c_38f4bde5ae7c', '[huǐhèn]', '뼈저리게 뉘우치다〔후회하다〕.', '6급']","['辉煌', '/zh/entry?entryID=c_38f4bfe5a979', '[huīhuáng]', '(빛이) 휘황찬란하다. 눈부시다.', '6급']","['挥霍', '/zh/entry?entryID=c_38f4beeea880', '[huīhuò]', '돈을 헤프게 쓰다. 돈을 물 쓰듯 하다. 돈을 무절제하게 함부로 쓰다.', '6급']","['贿赂', '/zh/entry?entryID=c_38f4baeead81', '[huìlù]', '뇌물을 주다.', '6급']","['毁灭', '/zh/entry?entryID=c_38f4bde4ab78', '[huǐmiè]', '훼멸〔파괴·괴멸·섬멸·박멸·파멸〕시키다.', '6급']","['回收', '/zh/entry?entryID=c_38f4bce3a46f', '[huíshōu]', '(폐품이나 오래 된 물건을) 회수하다. 회수하여 이용하다.', '6급']","['会晤', '/zh/entry?entryID=c_38f4bae4a973', '[huìwù]', '만나다. 회견하다.', '6급']","['胡乱', '/zh/entry?entryID=c_38f6bbe0af78', '[húluàn]', '함부로. 멋대로. 아무렇게나.', '6급']","['忽略', '/zh/entry?entryID=c_38f6baeea97f', '[hūlüè]', '소홀히 하다. 등한히 하다. 등한시하다. 부주의하다.', '6급']","['荤', '/zh/entry?entryID=c_38f4bbefa57b', '[hūn]', '훈채(葷菜). [파·마늘·부추 등 특이한 냄새가 나는 채소]', '6급']"
